Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Foxy coffee,кофейня,Кофейни; Продажа кофе,"проспект им. газеты Красноярский Рабочий, 62",кафе Бургеркит,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,83912868685,,,,,,,,https://vk.com/foxy_coffee_krsk,,,56.012175,92.969981,https://2gis.com/firm/70000001057588908
Green House,сеть кофеен,Кофейни,"остров Татышев, 5/4 киоск",,660022,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00,+07:00,89831541297,,,hello@grnhs.ru,,http://grnhs.ru,,https://twitter.com/grnhscoffee,https://vk.com/grnhs.krasnoyarsk,https://youtube.com/channel/UCHSHFvFnildojKnd34Y_DZQ,,56.027216,92.943478,https://2gis.com/firm/70000001053723600
Green House,сеть кофеен,Кофейни,"Центральный проезд, 2",,660014,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 08:30-21:00,+07:00,,,,hello@grnhs.ru,,http://grnhs.ru,,https://twitter.com/grnhscoffee,https://vk.com/grnhs.krasnoyarsk,https://youtube.com/channel/UCHSHFvFnildojKnd34Y_DZQ,,56.016996,92.983311,https://2gis.com/firm/70000001063609956
Вкусно — и точка. Кафе,,Кофейни,"Авиаторов, 60",,660098,Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+07:00,83919869435,,,,,http://mcdonalds.ru,,,https://vk.com/mcdonaldsrussia,https://youtube.com/McDonaldsRussia,,56.052333,92.909491,https://2gis.com/firm/70000001059195686
GREEN GREEN,сеть кофеен,Кофейни; Кондитерские изделия; Продажа кофе,"проспект 60 лет образования СССР, 14",,660119,Солнечный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,89232006287,,,info@ggcoffee.ru,,http://ggcoffee.ru,,,https://vk.com/greengreen,,,56.11724,92.929613,https://2gis.com/firm/70000001039231824
Кекс&крендель,кафетерий,Кофейни,"Говорова, 57",1 этаж,660013,Черёмушки,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89048938114,,,,,http://www.keksikrendel.ru,,,https://vk.com/keks_i_krendel,,,55.997248,93.023548,https://2gis.com/firm/70000001047215467
Кекс&крендель,кафетерий,Кофейни,"набережная им. В.И.Ленина, 45/1",,663093,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89631897622,,,,,http://www.keksikrendel.ru,,,https://vk.com/keks_i_krendel,,,55.968625,92.373485,https://2gis.com/firm/70000001041449434
Green house,,Кофейни,"Алексеева, 34",,660077,Слобода Весны,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,89082245352,89135077573,,,,http://grnhs.ru,,,https://vk.com/grnhs.krasnoyarsk,,,56.04645,92.901335,https://2gis.com/firm/70000001062421546
Cafeteria,,Кондитерские изделия; Кофейни; Хлебобулочные изделия; Продажа кофе,"Северный проезд, 8",,660037,Чайковский,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:30-20:00; Вт: 07:30-20:00; Ср: 07:30-20:00; Чт: 07:30-20:00; Пт: 07:30-20:00; Сб: 07:30-20:00; Вс: 07:30-20:00,+07:00,89016232001,,,,,,,,,,,56.017788,92.96477,https://2gis.com/firm/70000001061040258
Крылья,г. Красноярск,Кофейни,"Авиаторов, 5",2 этаж,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,,+07:00,89960539823,,,,,,,,,,,56.044537,92.921817,https://2gis.com/firm/70000001063981064
Кореша,кофейня,Кофейни; Продажа кофе,"Дружбы, 15",,662520,,,,Березовский район,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,89293396131,,,,,,,,,,,56.037339,93.11419,https://2gis.com/firm/70000001050700952
Краски кофе,кофейня,Кофейни,"Партизана Железняка, 48к",,660005,Иннокентьевский,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,89135649431,,,,,,,,,,,56.042385,92.934218,https://2gis.com/firm/70000001043764666
Koffee moose,,Кофейни,"Мате Залки, 5/2",,660127,Ястынское поле,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,,+07:00,,,,,,,,,,,,56.064454,92.946245,https://2gis.com/firm/70000001060464996
Бодрая утка,кофейня,Кофейни,"набережная им. В.И.Ленина, 41/1",,663093,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+07:00,,,,,,,,,,,,55.96748,92.374723,https://2gis.com/firm/70000001044385092
John3.16,кофейня,Кофейни,"Светлогорская, 19г",,660125,Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,,,,,,,,,,,,56.066626,92.915833,https://2gis.com/firm/70000001064296214
Camedi cafe,,Кофейни; Алкогольные напитки,"Емельяновский район, Аэропорт «Красноярск»",1 этаж,663021,,,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,,,,,,,,,,,,56.180983,92.486327,https://2gis.com/firm/70000001033404976
Green House,сеть кофеен,Кофейни,"Ленинского Комсомола, 23",,662501,,,Сосновоборск,Сосновоборск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,,,,hello@grnhs.ru,,http://grnhs.ru,,https://twitter.com/grnhscoffee,https://vk.com/grnhs.krasnoyarsk,https://youtube.com/channel/UCHSHFvFnildojKnd34Y_DZQ,,56.118915,93.335265,https://2gis.com/firm/70000001062284086
GREEN GREEN,сеть кофеен,Кофейни,"Гримау, 1а",,663094,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 10:00-22:00,+07:00,89232006287,,,info@ggcoffee.ru,,http://ggcoffee.ru,,,https://vk.com/greengreen,,,55.957279,92.380808,https://2gis.com/firm/70000001059368976
GREEN GREEN,сеть кофеен,Кофейни; Кондитерские изделия; Продажа кофе,"Ленинского Комсомола, 18",,662501,,,Сосновоборск,Сосновоборск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 10:00-21:00,+07:00,89232006287,,,info@ggcoffee.ru,,http://ggcoffee.ru,,,https://vk.com/greengreen,,,56.119929,93.3343,https://2gis.com/firm/70000001045105312
Traveler`s coffee auto,,Кофейни,"М-53 796 километр, 1/3",,663020,,,,Емельяновский район,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,89835084747,,,,,,,,,,,56.158992,92.694904,https://2gis.com/firm/70000001045940399
Coffee way,,Кофейни,"Говорова, 57",1 этаж,660013,Черёмушки,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,,,,,,,,,,,,55.996573,93.023961,https://2gis.com/firm/70000001054591915
La familia,кофейня,Кофейни; Доставка готовых блюд,"Ленина, 25",1 этаж,662971,Город,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 11:30-22:00; Вт: 11:30-22:00; Ср: 11:30-22:00; Чт: 11:30-22:00; Пт: 11:30-22:00; Сб: 11:30-22:00; Вс: 11:30-22:00,+07:00,83919751751,,,,,,,,,,,56.25144,93.532232,https://2gis.com/firm/70000001019211917
Пончики горячие,кофейня,Кондитерские изделия; Кофейни; Продажа кофе; Хлебобулочные изделия; Доставка готовых блюд,"Шоссейная, 1/2 киоск",,663082,,,,Дивногорск городской округ,Красноярский край,Россия,Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,89232809598,,,,,http://пончикигорячие.рф,,,https://vk.com/id713507302,,,55.942331,92.482839,https://2gis.com/firm/70000001052473672
Мини-маркет,кофейня,Кофейни,"микрорайон Геолог, 9",1 этаж,663029,,,,Емельяновский район,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,,,,,,,,,,,,56.049393,92.54727,https://2gis.com/firm/70000001041868286
Green House,сеть кофеен,Кофейни,"Ленина, 7",1 этаж,662971,Город,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 08:00-21:30; Вт: 08:00-21:30; Ср: 08:00-21:30; Чт: 08:00-21:30; Пт: 08:00-21:30; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,89080256974,89836166103,,hello@grnhs.ru,,http://grnhs.ru,,https://twitter.com/grnhscoffee,https://vk.com/grnhs.zheleznogorsk,https://youtube.com/channel/UCHSHFvFnildojKnd34Y_DZQ,,56.246585,93.529535,https://2gis.com/firm/70000001037306910
Кофеварка,кофейня,Кофейни,"Свердлова, 22",,662971,Город,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,88002226727,,,,,,,,,,,56.250108,93.534553,https://2gis.com/firm/70000001055358200
Кофеварка,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"Ленинградский проспект, 29а",,662978,Ленинградский,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,88002226727,,,,,,,,,,,56.224256,93.53054,https://2gis.com/firm/70000001039685079
Кофеварка,кофейня,Кофейни,"проспект Курчатова, 48",,662970,,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 07:30-21:00; Вт: 07:30-21:00; Ср: 07:30-21:00; Чт: 07:30-21:00; Пт: 07:30-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,88002226727,,,,,,,,,,,56.2335,93.550536,https://2gis.com/firm/70000001047912878
Макси,кафетерий,Кофейни,"Пограничников, 9",,660111,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+07:00,,,,,,,,,,,,56.099313,93.062624,https://2gis.com/firm/70000001027934163
Big Bob,кофейня,Кофейни,"Емельяновский район, Аэропорт «Красноярск»",2 этаж; около эскалатора,663021,,,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,83912959437,89504331336,,,,,,,,,,56.180682,92.485882,https://2gis.com/firm/70000001036308774
Goodmo,кофейня,Кофейни; Кондитерские изделия; Продажа кофе; Коворкинг; Сувенирные композиции,"Ленина, 28",,662971,Город,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,89835060101,,,,,,,,https://vk.com/goodmo_coffee,,,56.251848,93.531364,https://2gis.com/firm/70000001056949585
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Авиаторов, 38",,660077,Иннокентьевский,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89632601594,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.047998,92.917053,https://2gis.com/firm/70000001030228298
Красный Яр,гастроном,Супермаркеты; Кулинарии,"Весны, 1",цокольный этаж,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+07:00,83912771390,,,,,http://www.krasyar.ru,,,https://vk.com/krasyar,,,56.034427,92.907742,https://2gis.com/firm/985690699554892
Вкусомания,кулинарная лавка,Кулинарии,"Алексеева, 23",141 помещение; 1 этаж,660098,Иннокентьевский,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:30; Вт: 08:00-21:30; Ср: 08:00-21:30; Чт: 08:00-21:30; Пт: 08:00-21:30; Сб: 08:00-21:30; Вс: 09:00-21:30,+07:00,83912789590,,,,,http://vkysomania.ru,,,,,,56.051515,92.916711,https://2gis.com/firm/70000001017878408
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"проспект Мира, 100",1 этаж,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89632601301,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.011552,92.858865,https://2gis.com/firm/70000001031698349
Авокадос,фреш-маркет,Кулинарии; Овощи / Фрукты; Орехи / Семечки / Сухофрукты; Диетические / соевые продукты; Кондитерские изделия,"Ленина, 21",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,89535866576,,,,,http://avocados-shop.ru,,,,,,56.014155,92.884598,https://2gis.com/firm/70000001039359060
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Навигационная, 7",,660064,Южный Берег,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89631811032,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,55.997585,92.901664,https://2gis.com/firm/70000001047606525
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"проспект Мира, 60",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,89639552008,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.012467,92.875104,https://2gis.com/firm/70000001040865734
Булка boss,пекарня-кондитерская,Пекарни; Кондитерские изделия; Кулинарии,"Линейная, 116",1 этаж,660020,Покровский,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 09:00-21:00,+07:00,,,,,,,,,,,,56.043049,92.879652,https://2gis.com/firm/70000001037484729
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Ленина, 128",,660021,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,89658908344,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.012269,92.843788,https://2gis.com/firm/70000001051213962
Бараулинские пекарни,,Кондитерские изделия; Хлебобулочные изделия; Кулинарии; Продукты быстрого приготовления,"Регатная, 1",1 этаж,660064,Южный Берег,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,83912295957,83912298009,,,,http://bpekarni.ru,,,https://vk.com/baraulinskie,,,56.000149,92.906594,https://2gis.com/firm/70000001062593534
Калина-малина,фирменный магазин фермерских продуктов,Колбасные изделия; Молочные продукты; Мясо / Полуфабрикаты; Овощи / Фрукты; Кулинарии,"Высотная, 2ж",,660062,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,89620660879,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.019757,92.792895,https://2gis.com/firm/70000001054306478
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Лесников, 25",,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89631841649,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,55.983405,92.803069,https://2gis.com/firm/70000001057832389
Булофная,магазин свежей выпечки,Кулинарии; Хлебобулочные изделия; Кондитерские изделия,"Ладо Кецховели, 35г",,660100,Николаевка,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,56.010569,92.813421,https://2gis.com/firm/70000001039901666
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Ладо Кецховели, 65в",,660001,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89080142197,,,,,,,,,,,56.01433,92.81303,https://2gis.com/firm/70000001033498382
Пекарня,ИП Федотова Я. И.,Пекарни; Кулинарии,"Красномосковская, 25/2",,660018,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:30-21:00; Вт: 07:30-21:00; Ср: 07:30-21:00; Чт: 07:30-21:00; Пт: 07:30-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,,,,,,,,,,,,56.024506,92.820406,https://2gis.com/firm/70000001054882064
Красный Яр,гастроном,Супермаркеты; Кулинарии,"60 лет Октября, 43",1 этаж,660078,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+07:00,83912771390,,,,,http://www.krasyar.ru,,,https://vk.com/krasyar,,,55.977626,92.852247,https://2gis.com/firm/985690700421873
Мистер-Эклер,магазин-кулинария,Кулинарии; Кондитерские изделия,"Ярыгинская набережная, 13",1 этаж,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,83912002625,,,,,,,,,,,55.988894,92.862869,https://2gis.com/firm/70000001031606735
Tirol,кулинария,Кулинарии; Безалкогольные напитки; Диетические / соевые продукты,"Парусная, 10",1 этаж,660064,Южный Берег,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,89233282060,,,,,,,,,,,55.998195,92.902262,https://2gis.com/firm/70000001060809963
Магазин-кулинария,ИП Маклюк Д.В.,Кулинарии,"Судостроительная, 95",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,,,,,,,,,,,,55.985014,92.850213,https://2gis.com/firm/70000001048556900
Клюква,"магазин полезных продуктов, подарков и букетов",Доставка продуктов / хозтоваров; Продуктовые магазины; Кулинарии; Средства гигиены; Пекарни,"Батурина, 7",,660135,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,89230166789,89831539803,89676123801,,,http://klukva24.ru,,,https://vk.com/klukva_izabella,,,56.038449,92.905184,https://2gis.com/firm/70000001051503790
Яр.Марка,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров; Кулинарии; Пекарни,"Партизана Железняка, 12",1 этаж,660022,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+07:00,83912201427,,,,,http://24yarmarka.ru,,,,,,56.027328,92.908952,https://2gis.com/firm/985690699836439
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Новосибирская, 41/6",,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89029721043,,,,,,,,,,,56.017444,92.803347,https://2gis.com/firm/70000001038801516
Любимая пекарня,,Пекарни; Кулинарии,"Парижской Коммуны, 14",,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,,,,,,,,,,,,56.010018,92.881623,https://2gis.com/firm/70000001036256941
Сладкая Жизнь,кондитерская компания,Кулинарии,"Академика Вавилова, 47д",,660059,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+07:00,,,,,,,,,,,,55.999665,92.944823,https://2gis.com/firm/70000001051323238
